Colling,Context,Components,Tag,labels
वसिष्ठ-वामदेवौ,वसिष्ठ-वामदेवौ तस्य पुरोहितौ,वसिष्ठ-वामदेवौ,Di,Dvandva
द्वि-जातिभ्यः,सत्त्व-उद्रिक्ताः समुद्भूताः मुखतः ब्रह्मणः द्वि-जः,द्वि-जः,U,Tatpurusha
दशरथ-आत्मजः,वेद-वेद्ये परे पुंसि जाते दशरथ-आत्मजे,दशरथ-आत्मजे,T6,Tatpurusha
ध्यान-पूर्वकम्,ध्यान-पूर्वकम् सर्वे अशृण्वन् राजा किम्निमित्तकम्-कर्तव्य-विमूढः जात:,ध्यान-पूर्वकम्,Bs5,Bahuvrihi
उत्तर-अन्ताः,दक्षिणात् उत्तर-अन्ताः च तिस्रः च एव उत्तर-अग्र-गाः,उत्तर-अन्ताः,Bs6,Bahuvrihi
इक्षु-दण्डेन,राजा प्राह-वृद्धे इदानीम् तु एकेन एव इक्षु-दण्डेन पात्रम् भरितम्,इक्षु-दण्डेन,T6,Tatpurusha
न-सम्भव,उद्विग्न-मना अपि सा न-सम्भव तया प्रतीयमानेषु तत्-वचनेषु न-विश्वस्य स्वयम् तत्र,न-सम्भव,Tn,Tatpurusha
भर्तृ-दामोदरः,वुत्तन्तं णन्दगोवष्षणिवेदेमि निष्क्रान्तः हा हा भर्तः एषः भर्तृ-दामोदरः पुष्प-अनुकाराभ्याम् पदाभ्याम् आकारवत् तम् इव यमुना-ह्रदम्,भर्तृ-दामोदरः,K1,Tatpurusha
निर्-भयः,एव सः अग्निम् प्राज्वालयत् सुतम् च प्रोवाच निर्-भयः च अत्र तिष्ठ,निर्-भयः,Bvp,Bahuvrihi
मन्दरा-चम्पाभ्याम्,तदा तूष्णीम् स्थातुम् न-शक्तः त्रिविक्रमः उक्तवान् मन्दरा-चम्पाभ्याम् जयन्तस्य तार्किकम् ज्ञानम् ज्ञातुम् एव जटिलाः,मन्दरा-चम्पाभ्याम्,Di,Dvandva
अर्वाक्-स्रोतसाम्,ततः अर्वाक्-स्रोतसाम् सर्गः सप्तमः सः तु मानुषः,अर्वाक्-स्रोतसाम्,Bs6,Bahuvrihi
मुख-निरीक्षणम्,आसीत् यदा हि वराका: विद्यार्थिन: केवलम् परस्परम् मुख-निरीक्षणम् एव अकार्षु:,मुख-निरीक्षणम्,T6,Tatpurusha
दीप्त-यशसां,वयम् अ-यशसा चीरेण आर्यः नृपः गृह-मृत्युना,अ-यशसा,Tn,Tatpurusha
द्वि-जातिभ्यः,सूची माहिषकः च एव पर्व-कारी च यः द्वि-जः,द्वि-जः,U,Tatpurusha
न-मन्दम्,तस्य पठनात् सर्वे अपि न-मन्दम् आनन्दम् आवाप्नुवन्,न-मन्दम्,Tn,Tatpurusha
जगत्-निवास,प्रसीद देवेश जगत्-निवास जगतः निवासः जगत्-निवासः हे जगत्-निवास,जगत्-निवास,T6,Tatpurusha
गृह-आश्रमी,ततः पूर्वम् सः गृह-भारम् सम्यक् एव निरूढवान् आसीत्,गृह-भारम्,T6,Tatpurusha
जप-यज्ञाः,यज्ञानाम् जप-यज्ञः अस्मि स्थावराणाम् स्थितिमताम् हिमालयः,जप-यज्ञः,Km,Tatpurusha
आश्चर्य-चकिता,बालकस्य साहसम् वीक्ष्य सर्वे च आश्चर्य-चकिता: सञ्जाता:,आश्चर्य-चकिता:,T3,Tatpurusha
नष्ट-संशयः,भक्तिम् मयि पराम् कृत्वा माम् एव एष्यति न-संशयः,न-संशयः,Tn,Tatpurusha
महत्-अपचारः,महत्-अपचारः क्रियते भवता इति वदन्तः तम् इतः,महत्-अपचारः,K1,Tatpurusha
स-संज्ञः,वाक्य-अमृतेन पुनः अद्य कृतः स-संज्ञः,स-संज्ञः,BvS,Bahuvrihi
राम-रावणयोः,राम-रावणयोः युद्ध-समये अपि अगस्त्यः तत्र गत्वा श्रीरामाय,राम-रावणयोः,di,Dvandva
मातृ-पित्रोः,विषये अस्मिन् मातृ-पित्रोः हस्त-क्षेपः न इष्यते मया,मातृ-पित्रोः,Di,Dvandva
न-अन्येन,न-अन्येन एव योगेन मां ध्यायन्त उपासते,न-अन्येन,Bsmn,Bahuvrihi
हृत-सर्वस्वः,अधुना च अयम् अपि हृत-सर्वस्वः अस्मासु मिलितः,हृत-सर्वस्वः,Bs6,Bahuvrihi
मृग-स्वराः,धूर्त-शिरोमणिः जम्बुकः सिंहम् उपगम्य स-विनयम् ऊचे हे मृग-राज यदि आदिशति भवान् अहं छलेन गर्दभं,मृग-राज,K1,Tatpurusha
तमसा-आवृतम्,तमसा-वृते प्रकोष्ठे रहस्यम् वातावरणम् सृष्ट्वा जनानाम् मानसेषु,तमसा-वृते,T3,Tatpurusha
तत्-निमित्तं,न जाने यदि सः न प्राप्येत तर्हि तद्-निमित्तं मया पुनः कति मासान् यावत् ग्रन्थानां,तद्-निमित्तं,T6,Tatpurusha
द्वंद्व-सृष्टानि,सः तदा नव-सृष्टिं कृतवान्,नव-सृष्टिं,K1,Tatpurusha
स-विनयं,उपाययौ उवाच च हे मृग-अधि-राज अहं भवन्तं स-विनयं प्रणमामि,स-विनयं,BvS,Bahuvrihi
सु-कष्टायां,मधुरं स-कषायं च शीतं पित्त-कफ-अपहम्,स-कषायं,BvS,Bahuvrihi
स-विनोदम्,युद्ध-क्षेत्र-गमनस्य दोह-दः दृश्यते इति मन्द-स्मितः भूत्वा श्रीकृष्णः स-विनोदम् उक्तवान्,स-विनोदम्,BvS,Bahuvrihi
वि-कर्माणि,सर्व-कर्माणि अपि सदा कुर्वाणः अस्मद्-व्यपाश्रयः,सर्व-कर्माणि,K1,Tatpurusha
गुरु-कुल,तस्य गुरु-कुल पाण्डित्यं च ज्ञात्वा तुष्यन्ति स्म दस्यूनाम्,गुरु-कुल,T6,Tatpurusha
स-पत्नी,स-पत्नी,स-पत्नी,BvS,Bahuvrihi
अ-व्रणौ,विशल्यया अ-व्रणौ कृत्वा मारुति-आनीत-पर्वते,अ-व्रणौ,Bsmn,Bahuvrihi
वञ्चयितु-कामः,पाप-राक्षस आर्यपुत्र-सम्बन्धी इति आत्मानम् व्यपदिश्य वानर-रूपेण माम् वञ्चयितु-कामः भवेत् भवतु तूष्णीका भविष्यामि,वञ्चयितु-कामः,Bs6,Bahuvrihi
युवक-युवतयः,तत्र बालक-बालिकाः युवक-युवतयः वृद्धाः अपि सम्मिलिताः अभवन्,युवक-युवतयः,Di,Dvandva
इति-आदि,इति-आदि न अन्यत् अथ ते ये अन्यथातो,इति-आदि,Bs6,Bahuvrihi
न-तन्द्रितः,पुनः अहम् न वर्तेय जातु कदाचित् कर्मणि न-तन्द्रितः न-अलसः सन् मम श्रेष्ठस्य सतः वर्त्म,न-तन्द्रितः,Tn,Tatpurusha
पित्रा-आदयः,एवम् एव तदीया पित्रा-आदयः अपि परिजना पर्यचिन्तयन्,पित्रा-आदयः,Bs6,Bahuvrihi
नित्य-नैमित्तिकैः,नित्य-नैमित्तिकैः देवम् ये यजन्ति जनार्द्दनम्,नित्य-नैमित्तिकैः,Di,Dvandva
स-विनयं,अन्ते कृत-हस्त-अक्षरः अहं मम शताधिक-मित्राणां पक्षतः भवन्तं स-विनयं निवेदयामि यत् तादृशस्य यहूद्य-सैन्यस्य नेतृत्वं वोढुम्,स-विनयं,BvS,Bahuvrihi
शान्त-आत्मा,अद्य प्रभृति शान्त-आत्मा,शान्त-आत्मा,Bs6,Bahuvrihi
भवत्-अर्थम्,न-नागरिकेन आचरणेन परावर्तिता तदा सकृत् मम मनसि भवत्-अर्थम् घृणा उपहासः च समुदित:,भवत्-अर्थम्,T4,Tatpurusha
सक्त-बुद्धिः,शापे प्रसादेषु च सक्त-बुद्धिः,सक्त-बुद्धिः,Bs6,Bahuvrihi
व्यपेत-भीः,व्यपेत-भीः विगत-भयः प्रीत-मनाः च सन् पुनः भूयः,व्यपेत-भीः,Bs5,Bahuvrihi
भवत्-कक्षम्,करिष्यथ नृ-पतिना पृष्टे भृत्य: प्रोवाच भगवन् अहम् भवत्-कक्षम् स्वच्छम् कर्तुम् समागत: प्रति-दिनम् इव,भवत्-कक्षम्,T6,Tatpurusha
विशिष्ट-पुरुषाणाम्,एवम् आतङ्क-शङ्का-उद्भावित-भय-अर्तानाम् प्राय: समेषाम् तादृक्षाणाम् विशिष्ट-पुरुषाणाम् सुरक्षा-अर्थम् प्रशासनेन आरक्षिण: नियोजिता: तेषाम् निर्-विघ्नम्,विशिष्ट-पुरुषाणाम्,K1,Tatpurusha
स-विनयं,तदा कश्चन मन्त्री स-विनयं निवेदितवान् राजन् भवत्-राजन्-सभायां चतुराणां नीतिमतां च,स-विनयं,Bs,Bahuvrihi
यथा-मुख्यं,इति प्रविश्य च एनां पिण्डिकाम् अधिरुह्य पार्श्व-अपर-पार्श्वाभ्यां यथा-सुखं शयीथाः न च त्वया स्वेद-मूर्च्छा-परीतेन अपि,यथा-सुखं,A1,Avyayibhava
द्रष्टु-कामाः,राजानम् द्रष्टु-कामाः वयम् उपस्थिताः इति तैः सुमन्त्रः द्वारा,द्रष्टु-कामाः,Bs6,Bahuvrihi
वेद-निश्चितः,पाञ्चाल-उपद्रवेण शिक्षण-संस्थानाम् अवरोधाद् विश्वविद्यालय: ग्रीष्मन-अवकाशात् अनन्तरम् अपि न-निश्चित यावत् न-उद्घाटित: एव अवर्तत,न-निश्चित,Tn,Tatpurusha
मैथुन-तृप्तये,पुनः तत अन्यत्र तावत् सुख-आप्तये गवेषणा-निरता जायन्ते,सुख-आप्तये,T6,Tatpurusha
मात्रा-कालौ,व्याधि-हेतु-प्रतिद्वन्द्वैः मात्रा-कालौ विचारयन्,मात्रा-कालौ,Di,Dvandva
शोक-मूर्छितैः,येषाम् अपत्यानि खादितानि तैः शोक-आर्तैः विलपद्भिः इतः ततः जिज्ञासा समारब्धा,शोक-आर्तैः,T3,Tatpurusha
विशद-वदन,नद्या नीरे प्रतिफलन् विशद-वदन कलानाथ शनै शनै कम्पते,विशद-वदन,Bs6,Bahuvrihi
सत्त्व-आत्मा,रक्षाम् करोत् सर्व-आत्मा नरसिंहः सु-गर्ज्जितः,सर्व-आत्मा,Tg,Tatpurusha
मह-ऋषिणा,वसिष्ठ महत्-ऋषिणा विभिन्न-सन्दर्भेषु कृताः महान्तः उपदेशाः श्रीरामायणे योगवासिष्ठे,महत्-ऋषिणा,K1,Tatpurusha
चर-अचरम्,यस्य संजात-कोपस्य भयम् एति चर-अचरम्,चर-अचरम्,Ds,Dvandva
वज्र-पाणि,सोम-पान-उन्मत्त: वज्र-पाणि: प्रबलतमान् असुरान् विनाश्य स्व-भक्तानाम् कल्याणम् साधयति,वज्र-पाणि:,Bs6,Bahuvrihi
निर्वापित-दीपः,एवम् योग-अभ्यास-बलात् एकाग्रीभूतम् निवात-प्रदीप सत्,निवात-प्रदीप,Km,Tatpurusha
मह-भाग,तत् शृणुष्व महत्-भाग भविष्यत् कथयामि ते,महत्-भाग,Bs6,Bahuvrihi
काल-चोदिताः,उदाहृत्य उच्चार्य यज्ञ-दान-तपः-क्रियाः यज्ञ-आदि-स्वरूपाः क्रियाः प्रवर्तन्ते विधान-उक्ताः शास्त्र-चोदिताः सततम् सर्वदा ब्रह्मन्-वादिनाम् ब्रह्मन्-वदन-शीलानाम्,शास्त्र-चोदिताः,T3,Tatpurusha
एक-अक्षरः,ओम् इति एक-अक्षरम् ब्रह्म व्याहरन् माम् अनुस्मरन्,एक-अक्षरम्,Km,Tatpurusha
चलित-मानसः,अयतिः श्रद्धया उपेतः योगात् चलित-मानसः,चलित-मानसः,Bs6,Bahuvrihi
यथा-देशं,यथा-देशम् व्यवहरिष्यामः च इति,यथा-देशम्,A1,Avyayibhava
अनु-वर्तिनः,अन्तर्-वर्तिनः भृशम् रोष-रुषिता: ऐक-कण्ठ्येन न अन्त: प्रवेष्टव्यम्,अन्तर्-वर्तिनः,U,Tatpurusha
स-दारः,निवृत्त-व्यवहारः अयं स-दारः तनयैः सह,स-दारः,BvS,Bahuvrihi
महत्-राजः,दुर्जयः-परिक्रम्य अय्या अअं महाराओ आर्याः अयं महत्-राजः,महत्-राजः,K1,Tatpurusha
युवन्-राजः,भाग्य-वशात् युवन्-राजः यदि अपि सर्प-दम्शात् संरक्षितः जातः तथापि,युवन्-राजः,K1,Tatpurusha
हरिण-रुपेण,प्रतीकार-साधनाय रावणः मारीचम् सुवर्णम् हरिण-रुपेण दण्डक-अरण्यम् प्रतिप्रेषितवान्,हरिण-रुपेण,T6,Tatpurusha
कृष्ण-भगिनी,सुभद्रा कृष्ण-भगिनी अर्जुनात् समजीजनत्,कृष्ण-भगिनी,T6,Tatpurusha
नराः-अमराः,बुद्धिमन्तः जनाः अपि तेषाम् उत्तराणि कथयितुम् न-समर्थाः च आसन्,न-समर्थाः,Tn,Tatpurusha
प्र-हृष्टः,पुत्रम् पिता इव च परिष्वजति प्र-हृष्टः,प्र-हृष्टः,Tg,Tatpurusha
दिक्-मूढः,दिक्-मूढः अयम् अश्व-शालायाम् प्रविष्टः घासनिकरे,दिक्-मूढः,T7,Tatpurusha
हस्ति-मेदः,कुम्भीर-वसा मत्स्य-वसानां काकमद्गु-वसा जलचर-विहङ्ग-वसानां चटक-वसा विष्किर-शकुनि वसानां हस्ति-मेदः शाखा-अद-मेदसां निकुचं फलानाम् आलुकं कन्दानां,हस्ति-मेदः,T6,Tatpurusha
सम्-उद्वहन्,स-रभसम् अयम् उग्रं कार्मुकं कर्षमाणः स-दहनः इव मेरुः शृङ्ग-लग्न-इन्द्र-चापः,स-दहनः,BVS,Bahuvrihi
अ-परिचारकम्,व्याधिं च अपावर्तयितुम् अशक्नुवन्तः व्याधितम् एव अन्-उपकरणम् अ-परिचारकम् अन्-आत्मवन्तम् उपदिशन्ति अन्त-गतं च एनम् अभिसमीक्ष्य,अ-परिचारकम्,Bsmn,Bahuvrihi
बस्ति-कर्म,स्वेद-अभ्यङ्ग-अवगाहाः च वर्तयः बस्ति-कर्म च,बस्ति-कर्म,K1,Tatpurusha
स्थल-नामानि,एतादृशेषु उदाहरणेषु स्थल-नामानि हृषीकेश इति आदीनि ऋषिकेशत्वम् अभजन्,स्थल-नामानि,Bs6,Bahuvrihi
महत्-राजः,इदं विज्ञाय महत्-राजः स्वयं गत्वा महता समारोहेण तेनालीरामम् आनीतवान्,महत्-राजः,K1,Tatpurusha
अ-हितानि,अपि सता बुद्ध्या हित-अ-हितम् अवेक्ष्य अवेक्ष्य धर्म-अर्थ-कामानाम् अ-हितानाम् अन्-उपसेवने हितानां च उपसेवने प्रयतितव्यं न,अ-हितानाम्,Tn,Tatpurusha
नव-शिक्षिता,नव-शिक्षिता: अर्ध-दग्धा: कन्यका एतत्-उपरि आपत्तिम् कुर्वन्ति,नव-शिक्षिता:,K1,Tatpurusha
आङ्गल-भारतीया,यदा आवाम् नृत्य-आलयम् प्रविष्टौ कतिपये आङ्गल-भारतीया: स्वर-मणीभि: सार्धम् काच-कूपिकाभ्याम् मदिराम् पिबन्त: स्वयंचालितध्वनियन्त्रस्य,आङ्गल-भारतीया:,Di,Dvandva
दुर्-बलम्,विश्वनाथशास्त्री पक्ष-पातम् आचरितवान् अथवा तस्य निर्णय-सामर्थ्यम् एव दुर्-बलम् विजयसिंहः किम्-अर्थम् रविवर्माणम् विश्वनाथशास्त्रिन्-समीपम् नीतवान् विश्वनाथशास्त्री,दुर्-बलम्,BvP,Bahuvrihi
स-क्षारं,अर्शः शोफ-उदर-घ्नं तु स-क्षारं माहिषं सरम्,स-क्षारं,BvS,Bahuvrihi
मिश्र-महोदयेन,एवं-विधया अस्य कार्य-निष्ठया प्रभावितेन मिश्र-महोदयेन अस्य परिचयः जिज्ञासित:,मिश्र-महोदयेन,T7,Tatpurusha
स-सूपम्,सायम् प्रात: पृथु-कठोर-रोटिका: स-शाकम् स-सूपम् वा न-घृतम् एव रसना-रसम् कुरुत:,स-सूपम्,BvS,Bahuvrihi
चपण्डुक-महोदय,आसीत् तत्र लिखितम् प्रिय चपण्डुक-महोदय इतः अग्रे न अशक्नोत् पठितुम् अयम्,चपण्डुक-महोदय,K2,Tatpurusha
न-उचितम्,किम्-अर्थम् भैरवम् एव विजयिनम् अघोषयत् किम् एतत् न-उचितम् न महिमन्-अन्वितस्य तस्य धर्म-आसनस्य प्रत्यर्पणेन नवीनवर्मा,न-उचितम्,Tn,Tatpurusha
न-सक्त,बाह्य-स्पर्शेषु न-सक्त विन्दति अत्मनि यत् सुखम्,न-सक्त,Tn,Tatpurusha
राम-लक्ष्मणौ,हवन-कर्मणि निरतया कौसल्यया अन्तः प्रविषटौ राम-लक्ष्मणौ आलिङ्गितौ,राम-लक्ष्मणौ,Di,Dvandva
दक्षिण-अयनम्,राशिं कर्कटकं प्राप्य कुरुते दक्षिण-अयनम्,दक्षिण-अयनम्,K1,Tatpurusha
महत्-आगार,अन्यत् च अस्ति काय विद्रूपताया महत्-आगार सुन्दरताया विशाला विभ्रान्ति,महत्-आगार,K1,Tatpurusha
स-सैन्यः,तथैव चिमाजीअप्पा स-सैन्यः उज्जैन-मध्ये इत्यपि श्रुतम्,स-सैन्यः,BvS,Bahuvrihi
अ-पराजितः,धृष्टद्युम्नः विराटः च सात्यकिः च न-पराजितः,न-पराजितः,Tn,Tatpurusha
त्रिविध-विकल्पः,व्यापक-स्पर्श-कृतः यः भाव-विशेषः सः अयम् अन्-उपशयात् पञ्चविधः त्रिविध-विकल्पः भवति अ-सात्म्य-इन्द्रिय-अर्थ-संयोगः सात्म्य-अर्थः हि उपशय-अर्थः,त्रिविध-विकल्पः,K1,Tatpurusha
महत्-आशय,श्रीचरणः तम् अवदत् महत्-आशय भवता उक्तम् सत्यम् एव जातम्,महत्-आशय,Bs6,Bahuvrihi
विश्वामित्र-आदिभिः,सिद्धाश्रम-निवासी च विश्वामित्र-आदिभिः सह,विश्वामित्र-आदिभिः,Bs6,Bahuvrihi
यथा-उचितम्,अगतम् तु भयम् वीक्ष्य नरः कुर्यात् यथा-उचितम्,यथा-उचितम्,A1,Avyayibhava
देव-आत्मके,देव-आत्मके भूतमात्रान् मुच्यते च इन्द्रिय-ग्रहात्,देव-आत्मके,Bs6,Bahuvrihi
काम-रागात्,दम्भ-अहङ्कार-संयुक्ताः काम-राग,काम-राग,Di,Dvandva
न-धन्या,अहम् अस्मि एकस्मिन् प्राप्त-प्रतिष्ठे लब्ध-गरिष्ठे द्विज-अन्वये समुत्पन्ना न-धन्या कन्या,न-धन्या,Tn,Tatpurusha
मोह-रजः,किम्-अर्थम् मधूलिकायाः परिणये एव विशेष-आस्थाम् दर्शितवान् सः मोह-ग्रस्तः इति एव खलु वक्तव्यम् भवति अस्माभिः,मोह-ग्रस्तः,T3,Tatpurusha
निर्-व्याज,निर्-व्याज कृपया तेन अहम् प्र-बोधित: उत अस्ति,निर्-व्याज,Bvp,Bahuvrihi
चलित-मानसः,अन्त-काले च चलितम् मानसम् मनः यस्य सः चलित-मानसः भ्रष्ट-स्मृतिः सः न-प्राप्य योग-संसिद्धिम् योग-फलम् सम्यक्-दर्शनम्,चलित-मानसः,Bs6,Bahuvrihi
शुभ-अशुभम्,भोक्तव्यम् कर्म शुभ-अशुभम्,शुभ-अशुभम्,Di,Dvandva
इति-आदिभिः,अभिजनवतः भर्तुः यस्य जन्म पुरोर्वंशे युक्तरूपम् तव इति-आदिभिः श्लोकैः,इति-आदिभिः,Bs6,Bahuvrihi
काव्य-आदिषु,अन्येषु कोषेषु काव्य-आदिषु वा न अद्यापि अयम् शब्द: कुत्रचिद्,काव्य-आदिषु,Bs6,Bahuvrihi
युद्ध-शौण्ड,हा वत्स वीर गुरु-वत्सल युद्ध-शौण्ड,युद्ध-शौण्ड,T7,Tatpurusha
देव-दानवयोः,एकदा देव-दानवयोः युद्धं प्राचलत्,देव-दानवयोः,Di,Dvandva
प्र-कीर्तितः,स्कन्धोपनेयः संधिः च षोडश एते प्र-कीर्तिताः,प्र-कीर्तिताः,Tp,Tatpurusha
काम-आत्मानः,काम-आत्मानः काम-स्वभावाः काम-पराः इत्यर्थः,काम-आत्मानः,Bv,Bahuvrihi
मध्य-बलं,मध्ये मध्य-बलं तु अन्ते श्रेष्ठम् अग्रे च निर्दिशेत्,मध्य-बलं,K1,Tatpurusha
मध्ये-मार्गम्,मध्ये-मार्गम् चन्द्रमौलेः मुख-कमले स्निग्धाम् चलापाङ्गाम् च दृष्टिम्,मध्ये-मार्गम्,A7,Avyayibhava
गुरु-जनैः,स्वैः कारणैः गुरु-जनैः च नियम्यमानाः,गुरु-जनैः,K1,Tatpurusha
धान्य-आदि,धान्य-आदि तेषां गृहे धन-वर्षणम् इव जातम्,धान्य-आदि,Bs6,Bahuvrihi
तनु-केशाः,ब्राह्मणैः दान-ग्रहण-कामनया एभिः स्व-केशाः एव वारिणा क्लिन्नाः कृताः,स्व-केशाः,T6,Tatpurusha
मार्ग-आयासः,तस्याः श्रवणात् भवतः मार्ग-आयासः अपि परिहृतः भवेत्,मार्ग-आयासः,T7,Tatpurusha
यत्न-परा,अहम् तथा यत्न-परा भवामि इत्युक्त्वा राज्ञा सेवक: आहूत: आज्ञप्तः,यत्न-परा,T7,Tatpurusha
दृढ्Zअ-निश्चय,वात्सल्यात् ताभ्याम् निवार्यमाणा अपि दृढà¤¼-निश्चय पुत्रम् तयोः अङ्क-पाल्याम् निधाय स-अञ्जलिः अभाषत-मातः,दृढà¤¼-निश्चय,Bs6,Bahuvrihi
अ-प्रमेयस्य,निर्-गुणस्य अ-प्रमेयस्य शुद्धस्य अपि न-मल-आत्मनः,अ-प्रमेयस्य,Bsmn,Bahuvrihi
दिग्ध-अङ्गः,भजेत् दिग्ध-अङ्गः प्रवाते हर्म्य-मस्तके,दिग्ध-अङ्गः,Bs6,Bahuvrihi
संस्कृत-साहित्यम्,मम पितृ-तुल्यः न्याय-अधीशः महानुभावः स्वस्य उत्तरायुषि विद्यमानः संस्कृत-साहित्यम् अनुशीलयितुं प्रवृत्तः अस्ति,संस्कृत-साहित्यम्,T6,Tatpurusha
सु-रक्षितं,पुत्र्या मातुर्वचः ऊरी-कृत्य पाद-त्राणं सु-रक्षितं कृतम्,सु-रक्षितं,Tp,Tatpurusha
ब्रह्म-मृत्यू,ब्रह्म-हत्या पाप-पुण्य-कृतः विधिः,ब्रह्म-हत्या,T6,Tatpurusha
ब्राह्मण-वचनात्,देवदूतः-ननु ब्राह्मण-वचनात् गृह्यताम्,ब्राह्मण-वचनात्,T6,Tatpurusha
कार्य-अकार्यं,तस्मात् शास्त्रम् प्रमाणम् ज्ञान-साधनम् ते तव कार्य-अकार्य कर्तव्य-अकर्तव्य-व्यवस्थायाम्,कार्य-अकार्य,Di,Dvandva
गरुड-आद्यैः,गरुड-आद्यैः तथा इन्द्र-आद्यैः सर्वान् कामान् अवाप्नुयात्,गरुड-आद्यैः,Bs6,Bahuvrihi
तनु-त्वचः,तद्-वचः आहतः अपि पूर्ववत् गन्तव्यं प्रति चचाल,तद्-वचः,T6,Tatpurusha
स-विनयं,तेन पुनः अपि स्व-लक्ष्य-प्राप्ति-अर्थं स-विनयं पत्रं प्रेषितम् किन्तु तेन क्षत्रिय-वीरेण तथा,स-विनयं,BvS,Bahuvrihi
चतुर्-विधम्,रक्षितम् व्यसनेभ्यः च मित्रम् ज्ञेयम् चतुर्-विधम्,चतुर्-विधम्,Bs6,Bahuvrihi
अ-धर्मम्,अपि निर्-दोषान् जीवान् तुदसि भिक्षुक-वस्त्राणि परिधाय अपि न-धर्मम् चरसि,न-धर्मम्,T6,Tatpurusha
निर्-दोषं,निर्-दोषं पठितुं यत्नं कुरु इति महर्षिः उद्दालकः,निर्-दोषं,Bvp,Bahuvrihi
प्रिय-दर्शनः,अतः श्रीरामः चन्द्रवत् प्रिय-दर्शनः इति उपमा,प्रिय-दर्शनः,Bs6,Bahuvrihi
स्व-पाणौ,अथ माधवनाथ: वासन्त्या: पाणिम् रोग-कृशे स्व-पाणौ आदाय स-अश्रु-नेत्र: बभाषे दयिते बहु-अपराद्धम् मया,स्व-पाणौ,T6,Tatpurusha
निर्-धनः,तस्य आवासात् किञ्चित् दूरे एव एकः निर्-धनः युवा वृक्षस्य अधस्तात् निवसति स्म,निर्-धनः,Bvp,Bahuvrihi
स-चमत्कृति,अथ सर्वैः स-चमत्कृति प्रतीक्षमाणः कथञ्चित् आययौ कविः,स-चमत्कृति,BvS,Bahuvrihi
निर्-दोषान्,मोक्षम् ऋषयः सम्यक् दर्शिनः संन्यासिनः क्षीण-कल्मषाः क्षीण-पापाः निर्-दोषाः छिन्न-द्वैधाः छिन्न-संशयाः यत-आत्मानः संयत-इन्द्रियाः सर्व-भूत-हिते रताः,निर्-दोषाः,Bvp,Bahuvrihi
प्रति-अक्षौ,प्रति-अक्ष तु स च अनुरागः प्रवृद्धः,प्रति-अक्ष,A1,Avyayibhava
तपः-धनैः,ते तु तपस्-धनाः,तपस्-धनाः,Bs6,Bahuvrihi
द्वन्द्व-मोहेन,पुण्य-कर्माणः तेषाम् पुण्य-कर्मणाम् ते द्वन्द्व-मोह-निर्मुक्ताः यथा उक्तेन द्वन्द्व-मोहेन निर्मुक्ताः भजन्ते माम् परमात्मानम् दृढ-व्रताः,द्वन्द्व-मोहेन,T5,Tatpurusha
लक्ष्मण-युतम्,प्रेक्षस्व लक्ष्मण-युतम् तव चित्त-कान्तम्,लक्ष्मण-युतम्,T3,Tatpurusha
वात-श्लेष्मणि,वात-श्लेष्म पित्तं देह-ओजः स्रंसयत् चरेत्,वात-श्लेष्म,Di,Dvandva
दश-सहस्रम्,तेन स्व-क्षेत्र दश-सहस्रम् मुद्रात्मकम् धन-राशिः प्राप्तः अस्ति,दश-सहस्रम्,Bss,Bahuvrihi
नव-वधूः,यत् नव-वधूः पति-गृहं गन्तं सज्जा अभवत् तदा तद्-जननी,नव-वधूः,K1,Tatpurusha
न-आयासेन,उचिते काले न-आयासेन त्वं मार्गं द्रक्ष्यसि इति,न-आयासेन,Tn,Tatpurusha
न-रक्षकः,न-रक्षकः पापरतः सः हतः मुनिभिः कुशैः,न-रक्षकः,Tn,Tatpurusha
न-वैधव्यम्,न-वैधव्यम् न रोचते,न-वैधव्यम्,Tn,Tatpurusha
निर्-अपेक्ष,तेषाम् निर्-अपेक्ष ताम् वीक्ष्य अनुमीयते यत् ते शकट्या,निर्-अपेक्ष,Bvp,Bahuvrihi
नाना-प्रहरणैः,वणिजा बहुधा नाना-प्रकारैः बोधिताः सर्वे उक्तम् च वारम् वारम्,नाना-प्रकारैः,K7,Tatpurusha
मान-कारणम्,दुर्जनः न-कारणम् द्विष्टे,न-कारणम्,Tn,Tatpurusha
प्रीत-मनाः,व्यपेत-भीः प्रीत-मनाः पुनः त्वम्,प्रीत-मनाः,Bs5,Bahuvrihi
सिद्ध-पुरुषः,तीर्थ-यात्रा-अर्थं प्रस्थितः एकः सिद्ध-पुरुषः मार्गे समायातस्य एकस्य सद्-गृह-स्थस्य अतिथिः अभवत्,सिद्ध-पुरुषः,K1,Tatpurusha
सुवर्ण-आदि,ऋत्विजः एवम् प्राप्तम् सुवर्ण-आदि कम् वसिष्ठाय समर्पितवन्तः,सुवर्ण-आदि,Bs6,Bahuvrihi
भग्न-ग्रीवम्,वाली-हन्त प्रविष्टा तारा यावत् अहम् सुग्रीवम् भग्न-ग्रीवम् करोमि द्रुतम् उपगम्य सुग्रीव तिष्ठ तिष्ठ,भग्न-ग्रीवम्,Bs6,Bahuvrihi
हित-बुद्धयः,कार्य-कारणतः च अन्ये भवन्ति हित-बुद्धयः,हित-बुद्धयः,Bs6,Bahuvrihi
स्व-पितामहस्य,स्व-पितामहस्य शौर्य-पूर्णाम् गाथाम् श्रुत्वा लियू व्यचारयत् अहम्,स्व-पितामहस्य,T6,Tatpurusha
