Colling,Context,Components,Tag,labels
आनन्द-मात्राया,ततः सः निर्णीतवान् यत् दुर्गापुरीयाणाम् आनन्द-मात्राया: मम कविताः न भवेयुः प्रत्युत राज्यस्य,आनन्द-मात्राया:,Tm,Tatpurusha
बस्ति-आश्रया,द्रव्याणि गुण-कर्मभ्यां द्रव्य-संख्या रस-आश्रया,रस-आश्रया,Di,Dvandva
अभ्यास-अभिनये,स्वीयः अभिनय: सर्वः अपि सज्जीकृत: प्रगते हि अभ्यास-अभिनये सः एव सर्वत: कुण्ठ: शिथिलः च,अभ्यास-अभिनये,T6,Tatpurusha
कृत-कार्यम्,कपट-साधु-हत कस्य छद्म-पाटवम् तादृशम् लोकेषु कृत-कार्यम् अभूद् यथा वराकेन वणिजा यदा आत्मनः,कृत-कार्यम्,Bs3,Bahuvrihi
न-विघ्नम्,न-विघ्नम् तु भवेत् अत्र कुरु नाथ जय,न-विघ्नम्,Tn,Tatpurusha
ग्रह-पतेः,कैकेय्याः क्व तत् पात्रं यशसः क्वासौ नर-पतेः पुत्रः क्वा असौ सत्यम् अनु-व्रतः,नर-पतेः,T6,Tatpurusha
ग्रह-पतेः,पद्मावती नर-पतेः महिषी भवित्री दृष्टा वि-पत्तिः अथ यैः,नर-पतेः,T6,Tatpurusha
ग्रह-पतेः,कः वा भवेत् नर-पतेः गृह-रोध-हेतुः,नर-पतेः,T6,Tatpurusha
ग्रह-पतेः,राज्ये त्वाम् अभि-षिच्य नर-पतेः लाभात् कृत-अर्थाः प्रजाः,नर-पतेः,T6,Tatpurusha
ग्रह-पतेः,पश्यन्तु मां नर-पतेः पुरुषाः स-सत्त्वाः राजन्-अनु-राग--नियमेन वि-पद्यमानम्,नर-पतेः,T6,Tatpurusha
बहिर्-भाग,बहिर्-भाग त: कोऽपि आक्रमणम् अपि कर्तुम् न,बहिर्-भाग,A1,Avyayibhava
अन्तरङ्ग-सखिना,भवत: अन्तरङ्ग-सखिना मकरन्देन तु माधवस्य इव मालत्या: कृते,अन्तरङ्ग-सखिना,K1,Tatpurusha
न-स्वस्था,परन्तु विगत-वर्षात् सा अपि न-स्वस्था तिष्ठति,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,किन्तु कावेरी न-स्वस्था आसीत्,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,सः बालः भवतः माता तदा तदा तीव्रम् न-स्वस्था भवति इति,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,पुनः कदाचित् हेम्डा न-स्वस्था जाता,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,अम्ब किम् अभवत् भवती न-स्वस्था किम् सः अपृच्छत्,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,कदाचित् राम-माता रुक्मिणी तीव्रतया न-स्वस्था जाता,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,अल्प-काले तेन अवगतम् यत् राज्ञी नन्दिनी वस्तुतः न-स्वस्था न इति,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,मम पत्नी न-स्वस्था अस्ति,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,राजा अपृच्छत् किम् न-स्वस्था असि,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,मम पत्नी केभ्यश्चित् वर्षेभ्यः न-स्वस्था अस्ति,न-स्वस्था,Tn,Tatpurusha
न-स्वस्था,मध्ये मार्ग: एव उवाच बालः तात बलवत् न-स्वस्था अद्य पितामही,न-स्वस्था,Tn,Tatpurusha
शान्त-मनाः,महत्-आत्मनः अनेन उपदेशेन शान्त-मनाः पुरुषः स-अष्टन्-अङ्गं तं प्रणम्य तूष्णीं गृहं,शान्त-मनाः,Bs6,Bahuvrihi
और्ध्व-देहि,सम्भूय सर्वे और्ध्व-देहि कम् कृत्यम् विधाय स्व-मातु: पितरम् च,और्ध्व-देहि,K1,Tatpurusha
अर्द्ध-पतितम्,पतितम् पतमानम् तु तथा अर्द्ध-पतितम् नरः,अर्द्ध-पतितम्,K1,Tatpurusha
हस्त-गतम्,हत्थगदं करेहि नहि घृत-वचनेन पित्तम् नश्यति मम हस्त-गतम् कुरु,हस्त-गतम्,T2,Tatpurusha
हस्त-गतम्,महाविद्यालयस्य अस्य विद्यार्थिभिः नवीनम् इदम् कौतुकम् हस्त-गतम् अक्रियत,हस्त-गतम्,T3,Tatpurusha
हस्त-गतम्,चेमीसप्पा ज्येष्ठः भ्रातुः हस्ते हीरकम् विलोक्य हीरकम् हस्त-गतम् कर्तुम् इच्छति,हस्त-गतम्,T2,Tatpurusha
हस्त-गतम्,अतः भवता एवम् उच्यते धनम् यदि हस्त-गतम् स्यात् तर्हि यथा-पूर्वम् व्यवहरेत् अपि भवान्,हस्त-गतम्,T2,Tatpurusha
राय-महोदयस्य,रहसि तेन स्व-भगिनी प्रोक्ता भगिनि यदि पुनः राय-महोदयस्य आपत्ति-जनकम् न स्यात् तर्हि उत्सवस्य अस्य,राय-महोदयस्य,K2,Tatpurusha
राय-महोदयस्य,श्रुति-समकालम् एव राय-महोदयस्य हृदये प्रहार इव अभवत् कण्ठः च,राय-महोदयस्य,K2,Tatpurusha
राय-महोदयस्य,सर्वै परस्परम् उच्यते अहो राय-महोदयस्य गाम्भीर्यम् अहो तस्य नीति-निष्णात त्वम्,राय-महोदयस्य,K2,Tatpurusha
राय-महोदयस्य,स्व स्व कार्ये नियुक्तानाम् अनुधावताम् पङ्क्तिम् विलोक्य राय-महोदयस्य परम-प्रतापस्य कल्पना साकारताम् धत्ते,राय-महोदयस्य,K2,Tatpurusha
राय-महोदयस्य,राय-महोदयस्य श्याल: श्रीनरेन्द्रसिंह: स-परिजन: समागत: भागिनेय-जन्म-उत्सवे,राय-महोदयस्य,K2,Tatpurusha
अग्नि-वृद्धिः,सन्न्यासी तस्मिन् दयाम् वहन् अवदत् यस्याम् वृत्तौ अभि-वृद्धिः इष्यते तस्याम् प्रीतिः आदौ स्यात् भवतः,अभि-वृद्धिः,Tp,Tatpurusha
लाव-कपिञ्जलम्,शारभं शाशमः एणः इयं मांसं लाव-कपिञ्जलम्,लाव-कपिञ्जलम्,Ds,Dvandva
कार्य-कलापेन,तस्य कार्य-कलापेन पितरौ प्रसन्नौ च आस्ताम्,कार्य-कलापेन,T6,Tatpurusha
अन्य-अपशकुनं,सः अन्य-अपशकुनं कर्तुं छिनत्ते स्वां नासिकाम् अपि,अन्य-अपशकुनं,T6,Tatpurusha
भूमि-विवादम्,मम वसतौ द्वयोः प्रतिवेशिनोः भूमि-विवादम् आदाय सर्प-नकुल वत् चिरात् वैरम् आसीत्,भूमि-विवादम्,T6,Tatpurusha
लोभ-आविष्टः,मन्त्री प्रोवाच ईदृशः लोभ-आविष्टः नरः मया स्व-जीवने न अवलोकितः,लोभ-आविष्टः,T3,Tatpurusha
लोभ-आविष्टः,दिने वामदेवस्य पार्श्वे धनम् आगच्छति स्म तदा लोभ-आविष्टः अयम् विचारयति स्म यत् अहम् कथम्,लोभ-आविष्टः,T3,Tatpurusha
लोभ-आविष्टः,लोभ-आविष्टः अयम् व्यचारयत् अहम् अद्य निशीथिन्याम् रूपसेनम्,लोभ-आविष्टः,T3,Tatpurusha
लोभ-आविष्टः,तीक्ष्णा छुरिका अपि वर्तते तर्हि विलम्बेन किम्-इत्थम् लोभ-आविष्टः अयम् वामदेवः छुरिकाम् निष्कास्य तस्य उरसि,लोभ-आविष्टः,T3,Tatpurusha
लोभ-आविष्टः,पञ्चाशत् भल्लूक-आनानय तदा त्वाम् भोजनाय तत्र à¤©एष्यामि लोभ-आविष्टः भल्लूकः भल्लूकान् एकत्रितान् अकरोत्,लोभ-आविष्टः,T3,Tatpurusha
स्व-शरीरस्य,अन्यस्य रक्षण-अर्थं स्व-शरीरस्य अपि तेन चिन्ता न कृता,स्व-शरीरस्य,T4,Tatpurusha
स्व-शरीरस्य,एवं प्रकारेण दधीचिना स्व-शरीरस्य त्यागः जगतः कल्याण-अर्थं कृतः,स्व-शरीरस्य,T6,Tatpurusha
स्व-शरीरस्य,श्रीकृष्ण: योग-शक्त्या स्व-शरीरस्य विस्तारम् अकरोत्,स्व-शरीरस्य,T6,Tatpurusha
स्व-शरीरस्य,कर्णस्य सकाशं गत्वा याचनां कृतवान् तदा कर्णः स्व-शरीरस्य दुःखम् अपि तृणी-कृत्य इन्द्राय स्व-शरीरात् कवच-कुण्डलानि,स्व-शरीरस्य,T6,Tatpurusha
विशङ्क-माना,त एव दुख-आर्त स्यात् आहोस्वित् दस्युः इति विशङ्क-माना मुहूर्तम् निस्पन्दम् तस्थौ सा,विशङ्क-माना,Bv,Bahuvrihi
लक्ष्य-भेदेनम्,उभौ अपि लक्ष्य-भेदेनम् कृतवन्तौ एव,लक्ष्य-भेदेनम्,T6,Tatpurusha
न-सान्निध्यात्,हस्ते निक्षिप्तः सः तु न-संभोग-मलिन तया गृहस्य न-सान्निध्यात् कौटुम्बिकानाम् दुरारक्षः,न-सान्निध्यात्,Tn,Tatpurusha
उन्नता-अंसाः,विशाल-वक्षाः तनिम्-आर्जितउदरः उन्नत-अंस,उन्नत-अंस,K1,Tatpurusha
एक-मूर्त्तौ,एक-मूर्त्तौ अयम् प्रोक्तः दीक्षा-योगः समासतः,एक-मूर्त्तौ,Km,Tatpurusha
सागर-अन्ताम्,अन्यथा सागर-अन्ताम् गाम् हरिष्यन्ति हि पाण्डवाः,सागर-अन्ताम्,Bs6,Bahuvrihi
हिंस-अहिंसे,हित-अहितं सुखं दुःखम् आयुः तस्य हित-अहितम्,हित-अहितं,Ds,Dvandva
ईप्सित-अनीप्सितानि,भवन्ति अभय-आदीनि तद्-अन्तानि संपदम् अभिजातस्य,तद्-अन्तानि,Bs6,Bahuvrihi
शक्र-मुखाः,ह्रीम् गौरीम् गम् गणः शक्र-मुखाः चण्डः हृत्-आदिकाः,शक्र-मुखाः,Bs6,Bahuvrihi
अ-नित्यः,द्रव्याणां द्वन्द्व-सर्व-एक-कर्म-जः अ-नित्यः एव च,अ-नित्यः,Tn,Tatpurusha
शत-क्रतोः,यथा विष्णोः शत-क्रतोः,शत-क्रतोः,Bs6,Bahuvrihi
अनुलिप्त-गात्रं,पुरुषं स्नेह-स्वेद-उपपन्नम् अन्-उपहत-मनसम् अभिसमीक्ष्य सुख-उषितं सु-प्रजीर्ण-भक्तं शिरः-स्नातम् अनुलिप्त-गात्रं स्रग्विणम् अन्-उपहत-वस्त्र-संवीतं देवता-अग्नि-द्विज-गुरु-वृद्ध-वैद्यान् अर्चितवन्तम् इष्टे नक्षत्र-तिथि-करण-मुहूर्ते,अनुलिप्त-गात्रं,Bs6,Bahuvrihi
अनुलिप्त-गात्रं,च एनम् अन्-उपहत-मनसम् अभिसमीक्ष्य सुख-उषितं सु-प्रजीर्ण-भक्तं शिरः-स्नातम् अनुलिप्त-गात्रं स्रग्विणम् अन्-उपहत-वस्त्र-संवीतम् अनुरूप-अलङ्कार-अलङ्कृतं सुहृदां दर्शयित्वा ज्ञातीनां,अनुलिप्त-गात्रं,Bs6,Bahuvrihi
अर्द्ध-शिक्षिता,तस्मिन् एव समये भारतात् अमेरिका-देशम् गता: केचन अर्द्ध-शिक्षिता: कृषका: वाशिंगटन-नगर-स्थित-विद्यालयान् पश्यन्त: तत्रापि प्रापु:,अर्द्ध-शिक्षिता:,K1,Tatpurusha
स-पुरोहितः,लक्ष-द्वये तु भौमस्य स्थितः देव-पुरोहितः,देव-पुरोहितः,T6,Tatpurusha
बल-हीनः,बल-हीनः सामान्यः पुरूषः इव सः अम्बरीषस्य चरणौ,बल-हीनः,T3,Tatpurusha
स-तुरङ्गस्य,इत्थम् स-तुरङ्गस्य तस्य जले पञ्चत्वम् सम्पन्नम्,स-तुरङ्गस्य,BvS,Bahuvrihi
नत-उत्पलं,नत-उत्पलं चन्दन-कुष्ठ-युक्तं शिरः-रुजायां स-घृतं प्रदेहः,नत-उत्पलं,Ds,Dvandva
वित्त-प्रयोजनाः,वितथ-प्रयत्नाः पण्य-जीविनां सम्बन्धिनः संभूय तेनालीरामम् उपगताः,वितथ-प्रयत्नाः,K1,Tatpurusha
चिर-कालम्,स्वीयम् भर्तारम् अपि विहाय पुरुष-अन्तरम् गच्छति सा चिर-कालम् कमपि भजेत् इति न विश्वसनीयम्,चिर-कालम्,K1,Tatpurusha
नवन्-आत्मा,रूपम् रसः नवन्-आत्मा अयम् जीवः अङ्गुष्ठक-द्वये,नवन्-आत्मा,Bs6,Bahuvrihi
बाण-श्रेष्ठम्,बलेः पुत्र-शतम् तु आसीत् बाण-श्रेष्ठम् महत्-मुने,बाण-श्रेष्ठम्,Bs7,Bahuvrihi
गोधा-निमीलिताः,दृष्टिः गाढ-निमीलिता न चपलम् पक्ष्म-अन्तरम् जायते,गाढ-निमीलिता,K1,Tatpurusha
यमन्-क्षयम्,हस्तन्-अश्व-रथ-पादातम् बलम् निन्ये यम-क्षयम्,यम-क्षयम्,T6,Tatpurusha
सुख-शीलः,सः सर्व-जन-प्रियः सुन्दरः सु-शीलः च,सु-शीलः,BvP,Bahuvrihi
न-शक्तौ,मातृ-पितरौ वयस्-भारेण किम् अपि कार्यम् कर्तुम् न-शक्तौ,न-शक्तौ,Di,Dvandva
न-शक्तौ,एकम् विशालम् पाषाण-खण्डम् आसीत् येन तौ मिलितुम् न-शक्तौ,न-शक्तौ,Tn,Tatpurusha
न-शक्तौ,अज्ञस्य कर्मणि प्रवृत्तस्य न-शक्तौ सर्व-कर्मणाम् फल-त्यागः श्रेयःसाधनम् उपदिष्टम् न प्रथमम्,न-शक्तौ,Tn,Tatpurusha
न-शक्तौ,ज्ञानम् अभ्यासात् इति उत्तर-उत्तर-विशिष्ट त्व-उपदेशेन सर्व-कर्म-फल-त्यागः स्तूयते न-शक्तौ अनुष्ठेयत्वेन श्रुतत्वात्,न-शक्तौ,Tn,Tatpurusha
लब्ध-संज्ञ,किञ्चित् काल-अनन्तरम् लब्ध-संज्ञ: सः व्यचारयत् केन हृतानि मम कार्षापणानि,लब्ध-संज्ञ:,Bs3,Bahuvrihi
निज-प्रासादम्,तिष्ठति मृगयाम् करोति सुदूरतर-प्रान्तेभ्य सुन्दरीः अन्विष्य युवतीः निज-प्रासादम् अलङ्करोति,निज-प्रासादम्,K1,Tatpurusha
कृत-उद्योगा,अपि शरीर-मात्रेण तत्र स्व-स्थितिम् विधातुम् महता आयासेन कृत-उद्योगा: किन्तु ये भार-स-नाथाः तेषाम् कथा इव,कृत-उद्योगा:,Bs3,Bahuvrihi
सु-विचारितम्,श्वश्रू-मान-मर्दनम् दम्पत्योः मध्ये च वाक्-युद्ध-आदि कम् सर्वम् सु-विचारितम् चरित्रम् प्रसार्य नरकायितम् गृहम् अकरोत्,सु-विचारितम्,Tp,Tatpurusha
द्विदल-कणाः,एकदा कुक्कुटेन दृष्टम् यत् द्विदल-कणाः तत्र न वर्तन्ते सः कुक्कुटीम् अपृच्छत्,द्विदल-कणाः,T6,Tatpurusha
द्विदल-कणाः,वस्तुतः द्विदल-कणाः भूमौ निपतिताः वर्षा-ऋतौ पुन: उद्भूताः,द्विदल-कणाः,T6,Tatpurusha
महत्-ऋर्षिणा,यदा बालिका तूष्णीम् गता तदा महत्-ऋर्षिणा दृष्टुम् यत्र यत्र अश्रूणि न्यपतन् तत्र,महत्-ऋर्षिणा,K1,Tatpurusha
महत्-ऋर्षिणा,एव आसीत् तदा एव नूपुराणाम् ध्वनिः अश्रूयत महत्-ऋर्षिणा दृष्टम् à¥Ÿत् एका हिमवत् श्वेता श्वेत-वस्त्र-आवृता,महत्-ऋर्षिणा,K1,Tatpurusha
आचार-चेष्टिताः,ऋतु-विभाग-जं वयः-कृतं च युक्ति-कृतं पुनः तत् यद् आहार-चेष्टा,आहार-चेष्टा,Di,Dvandva
ज्वर-आविष्टस्य,भूयः पुनः एव आह उक्तवान् कृष्णम् स-गद्गदम् भय-आविष्टस्य दुःख-आभिघातात् स्नेह-आविष्टस्य च हर्ष-उद्भवात् अश्रु-पूर्ण-नेत्र त्वे,भय-आविष्टस्य,T3,Tatpurusha
गम्भीर-अक्षाः,जनपद-मार्गे गम्भीर-गत्या पुनसरति सावित्री,गम्भीर-गत्या,K1,Tatpurusha
बहु-कालः,कार्य-वशात् किशोर्याः चित्तम् न-ज्ञात-भयेन चिन्तितम् अभवत् एवम् बहु-कालः व्यतीत:,बहु-कालः,K1,Tatpurusha
वाक्-छलतः,धूर्तः वाक्-छलतः अवश्यं सौम्यं वञ्चयते सदा,वाक्-छलतः,T6,Tatpurusha
जरघरहप्-भगिनी,जरघरहप्-भगिनी गृह-कार्यम् अकरोत् अजा: च अचारयत्,जरघरहप्-भगिनी,K7,Tatpurusha
आक्षेप-युक्तानि,कटु-युक्तानि तस्य आस्ये गालयेत् मुहुः,कटु-युक्तानि,T3,Tatpurusha
गृहीत-पादः,किन्तु तत्र पूर्वम् एव भूयांसः स-शावकाः मेषाः गृहीत-आश्रयाः आसन्,गृहीत-आश्रयाः,Bs3,Bahuvrihi
सेवा-विहीनानाम्,कुतः सेवा-विहीनानाम् चामर-उद्धूत-संपदः,सेवा-विहीनानाम्,T3,Tatpurusha
अन्न-पूरितम्,अपश्यत् तत्र कश्चित् कृषकः च अन्न-पूरितम् वृषभ-शकटम् गर्तात् निष्कासयितुम् न अशक्नोत्,अन्न-पूरितम्,T3,Tatpurusha
अ-घ्राणम्,तथा अति-तीक्ष्ण-उग्र-अभिष्यन्दिनां गन्धानाम् अतिमात्रं घ्राणम् अतियोगः सर्वशः अ-घ्राणम् अयोगः पूति-द्विष्ट-अमेध्य-क्लिन्न-विष-पवन कुणप-गन्ध-आदि-घ्राणं मिथ्यायोगः तथा रसानाम्,अ-घ्राणम्,Tn,Tatpurusha
स-शर्करम्,गो-सर्पिषा स्निग्धम् मधुरम् च भुञ्जत: पिच्छलानि दधीनि स-शर्करम् पयः च पिबत: कथम् सप्त-दिनानि व्यतीतानि,स-शर्करम्,BvS,Bahuvrihi
प्र-हसन्त,वृद्धम् प्रति प्र-हसन्त: प्रपौत्रा: प्रोचु:-अनेन अस्माकम् स्थितिः तु सुदृढा,प्र-हसन्त:,Tp,Tatpurusha
गण्ड-शैलस्य,दुर्दैव-वशात् चमू-पतेः माधवसिंहस्य एकमात्र आत्मज गिरि-शिखरात् लुठत गण्ड-शैलस्य अधस्ताद् आयात पिपिषे प्राणान् च जहौ,गण्ड-शैलस्य,K7,Tatpurusha
न-उपलभ्य,ततः च कथा-विच्छेद-भयात् अवसरम् न-उपलभ्य न आगन्तुम् शक्नोति,न-उपलभ्य,Tn,Tatpurusha
आर्य-भूतिकः,नक्षत्रम् शोभनम् इति तेन च दूतेन अमात्यः आर्य-भूतिकः प्रस्थितः,आर्य-भूतिकः,K1,Tatpurusha
आर्य-भूतिकः,अमात्यः आर्य-भूतिकः कन्या-पुर-रक्षकः काशि-राज-दूतेन सह अस्माकम् महत्-राजेन पूजितः,आर्य-भूतिकः,K1,Tatpurusha
अन्तिम-समये,वेणुम् भञ्जयित्वा किम्-अर्थम् परिखायाम् क्षिप्तवान् सः अपेक्षा-पूरणस्य अन्तिम-समये तस्य तादृश-व्यवहारस्य कारणम् तस्य बुद्धि-हीन ता,अन्तिम-समये,K1,Tatpurusha
मृदु-भेषज,एक-रस-अभ्यासः दौर्बल्य-कराणां गर्भशल्यम् आहार्याणाम् अ-जीर्णम् उद्धार्याणां बालः मृदु-भेषज ईयानां वृद्धः याप्यानां गर्भिणी तीक्ष्ण-औषध-व्यवाय-व्यायाम-वर्जनीयानां सौमनस्यं,मृदु-भेषज,K1,Tatpurusha
प्रति-कणम्,अत्र तु प्रति-कणम् भृशम् पीडयति वह्ने: तापम् इव उररीकृत्य,प्रति-कणम्,A1,Avyayibhava
यशो-धनैः,तदानीम् स-भाजनम् अवाप्तुम् इदानीम् तत्-अनुरूप व्यवहारः युवन्-जनैः विधेय,युवन्-जनैः,BvS,Bahuvrihi
अग्नि-आहिताः,पौरोहित्य-वृत्तिम् अनुतिष्ठन्तः पञ्च-महत्-यज्ञान् यथावद् वितन्वाना वेदान् अभ्यस्यन्तः अग्नि-आहिताः सुखेन निवसन्ति,अग्नि-आहिताः,T7,Tatpurusha
शाखा-आश्रया,स-अम्लं स-लवणं रूक्षं शाखा-वात हरं लघु,शाखा-वात,T7,Tatpurusha
न-पूर्वाणि,तासाम् नयन-अभिरामम् रूपम् मधुरम् कण्ठम् न-पूर्वाणि आभà¤±णानि च दृष्ट्वा ऋष्यश्रृङ्गः नितराम् आश्चर्य-युक्तः,न-पूर्वाणि,Bs5,Bahuvrihi
न-पूर्वाणि,न-पूर्वाणि वस्तूनि अपि कदाचित् शक्ति-रहितानि भवन्ति इति,न-पूर्वाणि,Bsmn,Bahuvrihi
निखिल-महोदयस्य,एव कक्षमध्ये कोऽपि एक: स्वर: गुञ्जित: अहम् निखिल-महोदयस्य वादनेन विमुग्ध: सन् तस्मै पुरस्कार-रूपेण पञ्चशत-रूप्यकाणि,निखिल-महोदयस्य,K2,Tatpurusha
अनु-प्राप्ताः,भवन्ति अन्-आप्ताः स्वे तन्त्रे प्रायः परविकत्थ काः,अन्-आप्ताः,Tn,Tatpurusha
प्रसक्त-आत्मा,ब्रह्मन्-भूतः प्रसन्न-आत्मा न शोचति न काङ्क्षति,प्रसन्न-आत्मा,Bs6,Bahuvrihi
प्रसक्त-आत्मा,ब्रह्मन्-भूतः ब्रह्मन्-प्राप्तः प्रसन्न-आत्मा लब्ध-अध्यात्मन्-प्रसाद-स्वभावः न शोचति किञ्चित् अर्थ-वैकल्यम् आत्मनः,प्रसन्न-आत्मा,Bs6,Bahuvrihi
स-परिवारम्,बलराम-श्रीकृष्णौ स-परिवारम् आगत्य एकस्मिन् शुभ-मुहूर्ते उत्तरा-अभिमन्योः विवाहं कारितवन्तौ,स-परिवारम्,BvS,Bahuvrihi
स-परिवारम्,कुन्तिभोजः-ननु विष्णुसेन-माता स-परिवारम् अन्तःपुरम् प्रविष्टा,स-परिवारम्,BvS,Bahuvrihi
स-परिवारम्,उग्रवादिनः तम् सिक्ख-गुरुम् स-परिवारम् निहन्तुम् तत्-आवासे पूर्व-सूचनाम् प्रैषयन्,स-परिवारम्,BvS,Bahuvrihi
स-परिवारम्,अथ सेना-नायकम् माधवसिंह स-परिवारम् गिरि-खनन-कर्मणि व्यापृतम् दृष्ट्वा सर्वे अपि ग्राम-वासिन:,स-परिवारम्,BvS,Bahuvrihi
निर्-धनानाम्,अस्तु कारा-गृहम् गच्छता मोहनेन अभिहितम् निर्-धनानाम् प्रार्थना वासुदेवम् अन्तरा क: शृणुयात् पथि,निर्-धनानाम्,Bvp,Bahuvrihi
निर्-धनानाम्,रामनाथः तदा प्रेम्णा प्रधानाय निवेदितवान् निर्-धनानाम् अपि चाय-पानम् तु क्रियताम् एव,निर्-धनानाम्,Bvp,Bahuvrihi
निर्-धनानाम्,त्वम् सम्यक्तया वेत्ति यत् निर्-धनानाम् ग्रीवा कथम् त्रोटयितुम् शक्यते अहम् तु,निर्-धनानाम्,Bvp,Bahuvrihi
निर्-धनानाम्,कथम् न अहम् निर्-धनानाम् कर-आधानम् अर्धम् एव करवाणि इति विचार्à¥Ÿ,निर्-धनानाम्,Bvp,Bahuvrihi
निर्-धनानाम्,तेन सुरेश-मुखात् याः या: कथा: श्रुताः तासु निर्-धनानाम् कृते भेद-भावस्य गन्ध-मात्रम् अपि न आसीत्,निर्-धनानाम्,Bvp,Bahuvrihi
निर्-धनानाम्,किन्तु निर्-धनानाम् दशा शोचनीया जाता आसीत्,निर्-धनानाम्,Bvp,Bahuvrihi
अल्पा-आयुः,शुक्रस्य दोषात् क्लैब्यम् अ-हर्षणम् रोगि वा क्लीबम् अल्पा-आयुः विरुपं वा प्रजायते,अल्पा-आयुः,Bs6,Bahuvrihi
मनस्-वैकल्यम्,एषः मनस्-भावः तेषाम् जडत्वम् मनस्-वैकल्यम् च द्योतयति,मनस्-वैकल्यम्,T6,Tatpurusha
न-ऋणः,राजा न-ऋणः सः कारुण्यस्य ततः ततः,न-ऋणः,Bsmn,Bahuvrihi
न-ऋणः,अविमारकः स-हर्षम् न-ऋणः अस्मि यौवनस्य कुतः,न-ऋणः,Bsmn,Bahuvrihi
शुभ-मतिम्,कृत्वा च अपि विभीषणम् शुभ-मतिम् लङ्का-ईश्वरम् साम्प्रतम्,शुभ-मतिम्,Bs6,Bahuvrihi
मन्थर-अभिधानः,तत्र चिर-काल-उपार्जितः प्रिय-सुहृत् मे मन्थर-अभिधानः कच्छपः धार्मिकः प्रतिवसति,मन्थर-अभिधानः,Bs6,Bahuvrihi
कपट-पटु,कपट-पटु: सा दासी तु स्वल्प-काल-अनन्तरम् प्रतिनिवृत्य जगद्देवस्य,कपट-पटु:,T7,Tatpurusha
अति-अन्तं,पद्भ्यां चलनं यद्यपि सुजातायाः कष्टं तथापि गति-अन्तरं नासीत्,गति-अन्तरं,Tm,Tatpurusha
उत्तम-अर्थम्,ज्ञान-आदेः दुःसंपादन-बुद्ध्या प्राप्त-अवसादस्य उत्तम्भन-अर्थम् आह ज्ञानम् न-मानि त्व-आदि ज्ञेयम् ज्ञेयम्,उत्तम्भन-अर्थम्,T4,Tatpurusha
अ-जितं,न-आत्मनः तु न-जित तु शत्रुत्वे शत्रु-भावे वर्तेत आत्मा एव,न-जित,Tn,Tatpurusha
न-शांतम्,अतएव तयोः जीवनम् भृशम् कलह-पूर्णम् न-शांतम् च अभवत्,न-शांतम्,Tn,Tatpurusha
चलचित्र-अभिनेत्री,हेममालिनीम् इति-आदि-नामसु पठितम् लक्ष्म्या नाम धारयन्ती सुप्रथिता चलचित्र-अभिनेत्री यस्या: नाम कर्मकांड-दक्षेण शुद्ध-विप्रेण पित्रा हेममालिनि,चलचित्र-अभिनेत्री,T6,Tatpurusha
दुर्योधन-आदीन्,दृष्ट्वा दुर्योधन-आदीन् च वासुदेवम् च हर्षितः,दुर्योधन-आदीन्,Bs6,Bahuvrihi
सिक्ख-युवकै,नगर-अन्तरे शेरसिंह: विद्रोहिभिः आतङ्कवादिभिः उत्पथ-गामिभि: हिंसा-आदि-दुष्कर्म-कारिभिः राष्ट्र-विखण्डन-उन्मुखै: सिक्ख-युवकै: कतिपयै: प्रतारित: द्रव्य-आदिना प्रलोभित: सिक्ख-जाते: प्रशासन-उत्पीडनेन,सिक्ख-युवकै:,K7,Tatpurusha
निर्-धनाय,सा तु पित्रा युवकाय निष्कलाय वा धनिकाय निर्-धनाय वा कुलीनाय न-कुलीनाय वा विज्ञाय अज्ञाय,निर्-धनाय,Bvp,Bahuvrihi
निर्-धनाय,तदा विरूपः दर्पेण उक्तवान् निर्-धनाय मया ऋणम् न दीयते,निर्-धनाय,Bvp,Bahuvrihi
निर्-धनाय,एतत् ईश्वरस्य प्रसादं मत्वा यदि भवान् अस्मै निर्-धनाय द्विजाय दक्षिणा इति कृत्वा दित्सति ताम्,निर्-धनाय,Bvp,Bahuvrihi
विष-अविषम्,नावम् प्रवर्तयति एवम् आत्मन्-विषयाम् प्रज्ञाम् हृत्वा मनः विषय-विषयाम् करोति,विषय-विषयाम्,Bs6,Bahuvrihi
वि-चार्य,करिस्सदि इह मां निक्षेप्तु-कामः आर्यः यौगन्धरायणः भवतु अ-विचार्य क्रमं न करिष्यति,अ-विचार्य,Tn,Tatpurusha
वि-चार्य,अयम् किन्तु स्वभाव-सरल त्वात् स किञ्चन अन्यदत् अ-विचार्य यवागू-चषकम् सज्जीकृत्य तत्-समीपे अनयत्,अ-विचार्य,Tp,Tatpurusha
उदपान-उदके,दान-उद्यते नृपे तेनीलीरामः उवाच मम मतेन इदम्,दान-उद्यते,T4,Tatpurusha
