Colling,Context,Components,Tag,labels
स-अर्थ,एक एव अनुभूति-मग्नः अहम् आसम् निर्-अर्थ क-आमोदात् स-अर्थ क-प्रमोदः वरम् कदाचित् तस्मात् प्राप्तव्यं गुण-गानम्,स-अर्थ,BvS,Bahuvrihi
तत्-सुतम्,प्रसीदतु भवान् इति उक्त्वा नुनोद अयम् पाटलिपुत्रीयम् तत्-सुतम्,तत्-सुतम्,T6,Tatpurusha
सर्ग-प्रलययोः,सर्व-प्राणिनाम् प्रति-उपकार-निरपेक्ष तया उपकारिणम् सर्व-भूतानाम् हृदये-शयम् सर्व-कर्म-फल-अध्यक्षम् सर्व-प्रत्यय माम् नारायणम् ज्ञात्वा शान्तिम् सर्व-संसार-उपरतिम् ऋच्छति,सर्व-प्रत्यय,K1,Tatpurusha
विगत-स्पृहः,दुःखेषु न-उद्विग्न-मनाः सुखेषु विगत-स्पृहः,विगत-स्पृहः,Bs5,Bahuvrihi
अ-तिथि,निज-ग्राम-बन्धुना घूरेलाल-आख्येन उपमन्त्रिणा सम्पर्कम् विधाय स्व-अभिनन्दन-ग्रन्थस्य लोक-अर्पण-महत्-उत्सवे अ-तिथि त्वेन तम् न्यमन्त्रयत्,अ-तिथि,Bsmn,Bahuvrihi
कृत-विचारौ,ततः तीर्थ-यात्रायै कृत-विचारौ तौ बदरीनाथ-धाम प्राप्तौ,कृत-विचारौ,Bs3,Bahuvrihi
तद्-विषये,अद्य मया तद्-विषये पृष्टः ब्रवीति यत् ते हीरके मया,तद्-विषये,T6,Tatpurusha
कृत-सन्नाहेषु,तेषु कृत-सन्नाहेषु बहु-कालम् प्रतीक्षमाणेषु सत्सु निविडे मध्ये निशीथे,कृत-सन्नाहेषु,Bs3,Bahuvrihi
क्रोध-मूर्च्छितः,स्व-अभिप्रायं प्रकटयन् सः कथितवान् परम-आदरणीय पण्डित-प्रवर मया क्रोध-रहितः स्थातुं साधना कृता अस्ति,क्रोध-रहितः,T3,Tatpurusha
भीमन्-पराक्रमम्,वीर्यवान् अपि कश्चित् शत्रु-वध-आदि-विषये न पराक्रमते मन्द-पराक्रमः वा,मन्द-पराक्रमः,Bs6,Bahuvrihi
न-न्याय्यम्,भद्रवर्मा कोपम् न-सहमानः भोः राजन्-कुमार एतत् तु न-न्याय्यम् अस्ति,न-न्याय्यम्,Tn,Tatpurusha
यथा-अर्हम्,हि कुशलः योग-अयोग-अतियोग-विशेषान् उपलभेत वेग-विशेष-दर्शी पुनः कृत्यं यथा-अर्हम् अवबुध्येत लक्षणेन तस्मात् वेगान् अवेक्षेत अवहितः,यथा-अर्हम्,A1,Avyayibhava
शुष्क-मरुस्थले,रविकुमारस्य न-उत्तरेण खिन्न रामदयालुः एतत् पत्रम् अधिगत्य शुष्क-मरुस्थले स्रोत सञ्चारम् अनुभवन् तत्-क्षणम् उत्तरम् इत्थम्,शुष्क-मरुस्थले,K1,Tatpurusha
ब्रह्म-वर्जितः,कर्माणि यस्य तम् आहुः परम-अर्थतः पण्डितम् बुधाः ब्रह्म-विदः,ब्रह्म-विदः,U,Tatpurusha
मूल-फलानि,व्यपगत-संदेहाः त्रिविधस्य आयुर्वेद-सूत्रस्य स-संग्रह-व्याकरणस्य स-त्रिविध-औषधग्रामस्य प्रवक्तारः पञ्चत्रिंशतः मूल-फलानां चतुर्णां च स्नेहानां पञ्चानां च लवणानाम्,मूल-फलानां,Di,Dvandva
दण्ड-पारुष्यात्,दण्ड-प्राप्त्यै च सन्नद्धः अस्मि,दण्ड-प्राप्त्यै,T6,Tatpurusha
गन्धर्व-अप्सरसः,नारदः-सर्वम् गृह्णामि गन्धर्व-अप्सरसः गायन्ति,गन्धर्व-अप्सरसः,Di,Dvandva
मत्-विधेषु,स-भ्रूकुटि-भङ्गम् अहम् प्रति-बोधितः यत् प्रतिवेशित्वात् सः न मत्-विरोधे किंचन विवक्षति किन्तु मया नन्दिता-साचर्यम् परि-त्याज्यम्,मत्-विरोधे,T6,Tatpurusha
गमन-समये,गमन-समये यमुना-तीरे तस्य उद्धवेन सह मेलनं जातम्,गमन-समये,T6,Tatpurusha
अ-तिथे,इमाम् घटनाम् सा अ-तिथे: आशीस्-वादम् मन्यमाना भृशम् प्रसन्ना सञ्जाता,अ-तिथे:,Bsmn,Bahuvrihi
आ-बाल्यात्,कौरवाः आ-बाल्यात् असूयया पाण्डवानां विरोधं कुर्वन्ति स्म,आ-बाल्यात्,A1,Avyayibhava
कुशल-धर्माः,कुल-क्षये प्रणश्यन्ति कुल-धर्माः सनातनाः,कुल-धर्माः,T6,Tatpurusha
अ-शुभेन,उपपादयन्ति ऋतवः त्रयः इव विकृतिम् आपन्ना लोकम् अ-शुभेन उपघात-कालः इति,अ-शुभेन,Tn,Tatpurusha
सान्त्व-पूर्वम्,रात्रौ कारा-गृहात् प्रतिनिवर्तन-समये हेम्डा न-पूर्वम् एकं दृश्यं दृष्टवती,न-पूर्वम्,Tn,Tatpurusha
सु-नेयः,अद्य सु-योगः प्राप्तः,सु-योगः,Tp,Tatpurusha
अयो-मुखैः,कर्णः तथा असौ सह अस्मदीयैः अपि धृष्टद्युम्न-प्रभृतिभिः योध-मुख्यैः योधानाम् मुख्यैः प्रधानैः सह,योध-मुख्यैः,T6,Tatpurusha
महत्-राजः,इदानीं किं करणीयम् इति विचारेण महत्-राजः चिन्ता-आक्रान्तः अभवत् युक्त्या एव इतः पलायनं,महत्-राजः,K1,Tatpurusha
गन्धर्व-राजस्य,तत्-अनन्तरम् तेन ज्ञातम् यत् गन्धर्व-राजस्य निर्-कारण-कोपस्य कारणम् स्वर्णमञ्जर्याः ईर्ष्या एव,गन्धर्व-राजस्य,T6,Tatpurusha
अस्मत्-परायणः,माम एव ऐष्यसि युक्त्वा एवम् आत्मानं अस्मत्-परायणः,अस्मत्-परायणः,Bs6,Bahuvrihi
मोहन-अङ्ग,यदा आश्रमस्य अन्तः गतम् तदा सूर्य-तेजसा युक्ता मोहन-अङ्ग ई देवता-तुल्या सुन्दरी अहल्या दृष्टि-गोचरताम् गता,मोहन-अङ्ग,Bs6,Bahuvrihi
सर्प-नकुल,मम वसतौ द्वयोः प्रतिवेशिनोः भूमि-विवादम् आदाय सर्प-नकुल वत् चिरात् वैरम् आसीत्,सर्प-नकुल,T6,Tatpurusha
द्विजेश-धीरेशौ,भ्रातरौ द्विजेश-धीरेशौ अपि नव-वध्वा: सु-कल्पित-योजना-अनुसारम् बहिष्कृतौ किन्तु जननी-ममता-वशात्,द्विजेश-धीरेशौ,Di,Dvandva
कुरुन्-सत्तमम्,न अयम् लोकः अस्ति न-यज्ञस्य कुतः अन्यः कुरु-सत्तम,कुरु-सत्तम,T7,Tatpurusha
शोणित-निम्नगासु,प्रक्रीडितम् शोणित-निम्नगासु,शोणित-निम्नगासु,K5,Tatpurusha
काम-रागात्,सामर्थ्यम् ओजः बलवताम् अहम् तत् च बलम् काम-राग कामः च रागः च काम-रागौ कामः,काम-राग,Di,Dvandva
क्रूर-कोष्ठाः,कृमि-कोष्ठाः क्रूर-कोष्ठाः तथा नाडीभिः अर्दिताः,क्रूर-कोष्ठाः,Bv,Bahuvrihi
श्वेत-कुक्कुटः,प्रत्यूषे एव श्वेत-कुक्कुटः समुपस्थितः श्रमिकस्य प्रांगणे,श्वेत-कुक्कुटः,K1,Tatpurusha
महत्-ऋर्षिः,महत्-ऋर्षिः इन्द्रं मधुरैः शब्दैः पृष्टवान् भोः देवेन्द्र,महत्-ऋर्षिः,K1,Tatpurusha
सर्व-अतिशायिन,निर्मलानन्दः तु स्वस्य एव सर्व-अतिशायिन परम-सौख्यस्य वर्णनम् समाकर्ण्य लज्जित सन् स्व-स्थानम्,सर्व-अतिशायिन,K1,Tatpurusha
बहुत्-छलम्,बहु-तल ईयानाम् राजकीय-भवनानाम् मध्ये लघु-आकारम् इदम् एक-तल,बहु-तल,U,Tatpurusha
स-धनाः,प्रकृतयः परिचारकाः सत्-जनाः च पुत्रकस्य मे वि-जयं वर्धंयन्ति,सत्-जनाः,K1,Tatpurusha
स-हर्षं,संन्यासी स-हर्षं तत् गृहीत्वा तत्-क्षणम् एव तदपि गङ्गा-जले,स-हर्षं,BvS,Bahuvrihi
न-तुला,सः कथयति अत्र न-तुला धन-राशिः वर्तते एनाम् नयतु पुनः चौर्यम्,न-तुला,Bsmn,Bahuvrihi
इति-आदि,इति-आदि,इति-आदि,Bs6,Bahuvrihi
स्व-पितरं,पुत्रः स्व-पितरं किं कथितवान्,स्व-पितरं,T6,Tatpurusha
स्पर्श-रसौ,शोषणानां निवृत्तिः पुष्टि-कराणां पुष्टिः स्वप्न-कराणाम् अतिस्वप्नः तन्द्रा-कराणां सर्व-रस बल-कराणाम् एक-रस-अभ्यासः दौर्बल्य-कराणां गर्भशल्यम् आहार्याणाम् अ-जीर्णम्,सर्व-रस,K1,Tatpurusha
मान-दर्पात्,तेन पश्चिमे वयसि वर्तमानेन काम-अधिष्ठित-चेतसा धन-दर्पात् लीलावती नाम वणिक्-पुत्री परिणीता,धन-दर्पात्,T6,Tatpurusha
निपुण-दर्शनम्,विनाशम् न-दर्शनम् अभावम्,न-दर्शनम्,Tn,Tatpurusha
सम-संहननः,सम-मांस-प्रमाणः तु सम-संहननः नरः,सम-संहननः,Bs6,Bahuvrihi
रक्त-रञ्जितम्,उत्कीर्ण-विवरे तस्य शरीरम् रक्त-रञ्जितम् अभूत्,रक्त-रञ्जितम्,T3,Tatpurusha
दूर-स्था,न शतम् क्रोशान् अपि दूर-स्था आसन् तेषाम् ग्रामाः भूमयः च,दूर-स्था,T7,Tatpurusha
अ-वैदिकः,सुलोआ असम्पुणे संवच्छरे मए पटिदा कस्मात् अहम् अ-वैदिकः शृणु तावत् अस्ति रामायणम् नाम नाट्य-शास्त्रम्,अ-वैदिकः,Bsmn,Bahuvrihi
प्रति-दिनं,प्रति-दिनं सूर्यः मेरु-पर्वतं परितः भ्रमति स्म,प्रति-दिनं,A1,Avyayibhava
बालक-बालिकानाम्,किशोरकाणाम् बालक-बालिकानाम् च कृते सा इयम् क्रीडनकम् अभवत्,बालक-बालिकानाम्,T6,Tatpurusha
अ-भक्ष्यस्य,तत्-उभयस्य दाने सः कष्टम् अनुभवति,तत्-उभयस्य,T6,Tatpurusha
निस्-कृतिः,किन्तु धनस्य दाने तेन निर्-आकृतिः दर्शिता वासाय नियमः सूचितः च इति,निर्-आकृतिः,Tp,Tatpurusha
देव-अनुचरम्,स्थितः देव-अर्चनम् कृत्वा कौशल्यायै निवेद्य तत्,देव-अर्चनम्,T6,Tatpurusha
महत्-ऋर्षिः,एतस्याः कथायाः माध्यमेन महत्-ऋर्षिः श्रीरामस्य आदर्श-चरितं प्रपञ्चाय दर्शयितुं तस्य गुणान्,महत्-ऋर्षिः,K1,Tatpurusha
एकोन-चत्वारिंशत्,उपनिषदि व्याख्यास्यामः तत्र त्रयस्-त्रिंशत् योगशतं प्रणीतं फलेषु एकोन-चत्वारिंशत् जीमूतकेषु योगाः पञ्च-चत्वारिंशत् इक्ष्वाकुषु धामार्गवः षष्टिधा,एकोन-चत्वारिंशत्,Di,Dvandva
सु-व्यवस्थितम्,यदा जीवनम् सु-व्यवस्थितम् जातम् तदा विवाहे मतिम् कृतवान् सः,सु-व्यवस्थितम्,Tg,Tatpurusha
उत्-छृंखलैः,सह अस्मत्-गृहे समागत्य मत्-मातरम् सूचितवती यत् तस्याः उत्-छृंखलैः भ्रातृभिः तस्याः विवाह: अपठितेन वार्धक्ये पदम्,उत्-छृंखलैः,Tp,Tatpurusha
निर्-अपेक्षाणाम्,जीविते निर्-अपेक्षाणाम्,निर्-अपेक्षाणाम्,Bsp,Bahuvrihi
मोह-आत्मने,परावृत्तं तीर्थ-यात्रि-दलं महत्-आत्मने किम् अददात्,महत्-आत्मने,K1,Tatpurusha
हर्ष-उल्लासेन,उभौ अपि पल्लवी ऋतुसेनौ परमया प्रीत्या हर्ष-उल्लासेन च स्व-जीवनम् धन्यतरम् अकुरुताम्,हर्ष-उल्लासेन,Di,Dvandva
महत्-उत्सवस्य,एकस्मिन् सङ्ग्रामे लब्ध-वि-जयः भू-पः कृष्णदेवरायः महता समारोहेण महत्-उत्सवस्य आयोजनं कृतवान्,महत्-उत्सवस्य,K1,Tatpurusha
प्रलय-अन्ताम्,चिन्ताम् न-परिमेयाम् च प्रलय-अन्ताम् उपाश्रिताः,प्रलय-अन्ताम्,Bs6,Bahuvrihi
अक्षय-सायकौ,श्मशानात् धनुः आदाय तूणी च अक्षय-सायके,अक्षय-सायके,K1,Tatpurusha
शङ्ख-पद्मनिधी,शङ्ख-पद्मनिधी पूज्य मध्ये वा अस्तु अपसारणम्,शङ्ख-पद्मनिधी,Di,Dvandva
बहु-अपराद्धम्,आर्ये बहु-अपराद्धम् मया,बहु-अपराद्धम्,K1,Tatpurusha
चित्र-अङ्गः,पाथेर पांचाली चित्र-पटः तस्य प्रयत्नानां मधुरं फलम् आसीत्,चित्र-पटः,T6,Tatpurusha
मृग-द्विपाः,केवलं मृगया-द्वारा एतत् दायित्वं पूर्णं कर्तुं सः न-समर्थः,मृगया-द्वारा,T6,Tatpurusha
लब्ध-अलब्धे,न-उपलब्धे हि विषये अग्निहोत्र-आदि-साध्य-साधन-संबन्धे श्रुतेः प्रामाण्यम् न,न-उपलब्धे,Tn,Tatpurusha
न-ज्ञानं,कृष्णस्य उपदेशं श्रुत्वा अर्जुनस्य मोहः न-ज्ञानं च नष्टौ,न-ज्ञानं,Tn,Tatpurusha
सु-गतिं,पतिः कथितवान् सत्यम् एव पत्नी-द्वय वान् ईदृशीम् दुर्-गतिं प्राप्नोति इति,दुर्-गतिं,Tp,Tatpurusha
उद-मन्थं,उद-मन्थं दिवास्वप्नम् अवश्यायं नदी-जलम्,उद-मन्थं,T3,Tatpurusha
अभि-मुखा,समुद्रम् एव अभि-मुखा द्रवन्ति,अभि-मुखा,A1,Avyayibhava
वात-श्लेष्मणि,वात-श्लेष्म रसः तस्य उपदिश्यते,वात-श्लेष्म,Di,Dvandva
माता-पितरौ,माता-पितरौ पूज्यौ,माता-पितरौ,Di,Dvandva
भगवत्-पुरम्,ये विलिम्पन्ति भवनम् ते यान्ति भगवत्-पुरम्,भगवत्-पुरम्,T6,Tatpurusha
निर्-अर्थ,अन्यथा निर्-अर्थ कता,निर्-अर्थ,BvP,Bahuvrihi
सहस्र-कवचस्य,कर्ण-रूपेण स्थितः सहस्र-कवचस्य अंशः पुनरपि शिवस्य अन्तः प्रविष्टः,सहस्र-कवचस्य,Bs6,Bahuvrihi
महत्-धनः,सः च महत्-धनः तरुणः एकदा स्व-नगरे भ्राम्यन् अति-प्रौढ-यौवनाम् लावण्यवतीम्,महत्-धनः,Bs6,Bahuvrihi
मकर-कच्छपान्,यदा पाक-कार्यम् प्राप्यते तदा साहाय्य-अर्थम् स्थानीयान् एव कर्म-करान् स्वीकरिष्यामः,कर्म-करान्,U,Tatpurusha
स-आक्षेपम्,स-आक्षेपम् द्वितीयः अवदत् आम् सत्यम् बाबू-महाशयाः सत्यम्,स-आक्षेपम्,BvS,Bahuvrihi
धवल-चन्द्रः,श्रीमान् धवल-चन्द्रः असौ जीयान् माण्डलिकः रिपून्,धवल-चन्द्रः,T3,Tatpurusha
परम-दुष्टः,भवती असमञ्जस्य विषयम् अत्र उल्लिखति सः तु परम-दुष्टः आसीत्,परम-दुष्टः,K1,Tatpurusha
सिद्धि-कारणम्,अभ्यस्यमानैः वायुः प्रकोपम् आपद्यते समान-गुण-अभ्यासः हि धातूनां वृद्धि-कारणम् इति,वृद्धि-कारणम्,T6,Tatpurusha
आवेशित-चेतसाम्,भवामि न चिरात् पार्थ मयि आवेशित-चेतसाम्,आवेशित-चेतसाम्,Bs6,Bahuvrihi
सं-प्रवर्तन्तः,सर्वत्र एवम् विचारे तु भोजने अपि न-प्रवर्तनम्,न-प्रवर्तनम्,Tn,Tatpurusha
प्रथम-दर्शने,हनुमतः प्रथम-दर्शने एव श्रीरामः तस्य सम्भाषणं श्रुत्वा वदति,प्रथम-दर्शने,K1,Tatpurusha
पर-तीरे,नद्याः पर-तीरे लक्ष्मणपुरे च मम प्रणयिनी वर्तते तद्यथा,पर-तीरे,T7,Tatpurusha
प्रधान-मन्त्री,राजा प्रोवाच अद्य प्रभृति त्वम् मम प्रधान-मन्त्री अस्ति,प्रधान-मन्त्री,K1,Tatpurusha
उदार-अर्थम्,इदम् एवम् उदार-अर्थम् अ-ज्ञानां न प्रकाशकम्,उदार-अर्थम्,Bs6,Bahuvrihi
न-प्रमेयम्,तत् क्षामये त्वाम् अहम् न-प्रमेयम्,न-प्रमेयम्,Tn,Tatpurusha
न-सक्तिः,न-सक्तिः सक्तिः सङ्ग-निमित्तेषु विषयेषु प्रीति-मात्रम् तद्-अभावः न-सक्तिः,न-सक्तिः,Tn,Tatpurusha
अ-दूषकः,न कञ्चित् अवजानीयात् न अहंमानी स्यात् न अ-दक्षः न अ-दक्षिणः न असूयकः न ब्राह्मणान्,अ-दक्षः,Tn,Tatpurusha
अ-नृशंसः,एव वीर-शिरस्-मणेः शरण-आगत-वत्सलस्य हम्मीरस्य पवित्रं शवं दृष्ट्वा नृ-शंसः अलाउद्दीनः अपि नत-मस्त कः अभूत्,नृ-शंसः,U,Tatpurusha
महत्-राजः,सर्वे-हि धिक् पतितः महत्-राजः,महत्-राजः,K1,Tatpurusha
अग्नि-लोचन,ग्रहान् न-शेषान् सर्व-ईश खाद खाद अग्नि-लोचन,अग्नि-लोचन,Bs6,Bahuvrihi
आन्ध्र-मद्रकाः,आत्मा न-मरः अस्ति,न-मरः,Tn,Tatpurusha
मदीय-पादयोः,मदीय-पादयोः महती वेदना वेपथुः च जायते,मदीय-पादयोः,K1,Tatpurusha
कर्म-गर्भैः,कर्म-करैः तद् दृष्ट्वा क्रुद्धम्,कर्म-करैः,U,Tatpurusha
सु-दुर्गम्,इति उक्त्वा अयम् प्रचलित: सु-दूरम् च वि-निर्-गत:,सु-दूरम्,Tp,Tatpurusha
महत्-बाहो,भूयः एव महत्-बाहो शृणु मे परमम् वचः,महत्-बाहो,Bs6,Bahuvrihi
कथयितु-कामः,सज्जलकः-न खलु किञ्चित् कथयितु-कामः,कथयितु-कामः,Bs6,Bahuvrihi
अष्ट-पुत्रा,अहम् अष्ट-पुत्रा: तु न अस्मि इदम एव अपत्य-त्रयम्,अष्ट-पुत्रा:,Bs6,Bahuvrihi
यथा-पूर्वम्,ततः मौनेन यथा-पूर्वम् श्मशानम् प्रति प्रस्थितवान्,यथा-पूर्वम्,A1,Avyayibhava
आत्म-वीर्यात्,रूपं परं दर्शितम् आत्म-योगात्,आत्म-योगात्,T6,Tatpurusha
निमीलिता-आकारा,दुर्दिन-विनष्ट-ज्योत्स्ना रात्रिः वर्तते निमीलिता-आकारा,निमीलिता-आकारा,Bs6,Bahuvrihi
प्रभव-निधानम्,वस्तुतः भीषणतम-विषस्य प्रभाव-नाश कम् अमृतम् अपि संसारे विद्यमानम् वर्तते,प्रभाव-नाश,T6,Tatpurusha
स-सम्भ्रमम्,राक्षसः स-सम्भ्रमम् रामेण रामेण,स-सम्भ्रमम्,BvS,Bahuvrihi
तत्-अपेक्षाम्,प्रातः एव श्वश्रूम् परितोष्य तत्-अपेक्षाम् याम् काञ्चित् प्रपूर्य सा कर्णपुरम् प्रतस्थे,तत्-अपेक्षाम्,T6,Tatpurusha
राम-आदीनाम्,नितराम् क्रुद्धौ तौ शूल-खड्ग-आदीनि आयुधानि गृहीत्वा राम-आदीनाम् संहाराय अग्रे आगतौ रामः लक्ष्मणः च,राम-आदीनाम्,Bs6,Bahuvrihi
अमृत-उपमम्,यत् तत् अग्रे विषम् इव परिणामे अमृत-उपमम्,अमृत-उपमम्,Bs6,Bahuvrihi
लोहित-वर्णम्,श्यामसर्जस्य वैदेशिक-गन्ध संस्कृतम् परिधानम् लोहित-वर्णम् गल-बन्धनम् च दधानम् केशवानन्दम् सम्मुखम् अद्राक्षम्,लोहित-वर्णम्,K1,Tatpurusha
बौद्ध-भिक्षुम्,चेसप्पा बौद्ध-भिक्षुम् अपृच्छत् कुतः प्राप्यते हीरकम् एतत् हीरकम्,बौद्ध-भिक्षुम्,K1,Tatpurusha
न-प्रकाशः,न-प्रकाशः न-विवेकः अत्यन्तम् न-प्रवृत्तिः च प्रवृत्ति-अभावः तद्-कार्यम्,न-प्रकाशः,Tn,Tatpurusha
सम्-जाता,अस्ति इत्येषा मम विचार-शृंखला कर्पट-अर्गल-ध्वन्या भग्ना इव सम्-जाता,सम्-जाता,Tp,Tatpurusha
न-उचितम्,कहोडस्य मिथिलां प्रति प्रेषणम् न-उचितम् इति तस्याः भाति स्म इदानीम्,न-उचितम्,Tn,Tatpurusha
पूर्ण-वयस्कः,यदि च पूर्ण-वयस्कः भूत्वा अपि केवलम् अध्ययनम् एव अद्यत्वे,पूर्ण-वयस्कः,Bs6,Bahuvrihi
काम-आत्मा,गत-आगतं काम-कामा लभन्ते,काम-कामा,Di,Dvandva
भिक्षा-अटनेन,भिक्षा-अटनेन एव जीवन् अस्मि,भिक्षा-अटनेन,T4,Tatpurusha
महत्-धूर्तः,भवान् महत्-धूर्तः इति वेदनाम् अनुभवन् एव अवदत् भाग्यनाथः,महत्-धूर्तः,K1,Tatpurusha
विप्रयोग-अन्ताः,ननु सर्वा हि गतिः आ-गति-अन्ता संयोगाः विप्रयोग-अन्ताः इति प्रसिद्धम्,विप्रयोग-अन्ताः,Bs6,Bahuvrihi
अतीत-स्मृतयः,उन्निद्रस्य शेखरस्य मनस्यपि च अतीत-स्मृतयः चल-चित्र वत् पर्यभ्रमन्,अतीत-स्मृतयः,K1,Tatpurusha
कल्पान्त-स्थायिनः,शरीरम् क्षण-विध्वंसि कल्पान्त-स्थायिनः गुणाः,कल्पान्त-स्थायिनः,T2,Tatpurusha
पाश-पतितः,चण्डी कदाचित् पाश-पतितः न भवे: अतीव आग्रहिलः असौ,पाश-पतितः,T7,Tatpurusha
वि-कर्मसु,व्यस्ता: सर्वे स्व-कर्मसु,स्व-कर्मसु,T6,Tatpurusha
राजन्-पुत्राः,राजन्-पुत्राः अश्व-आरोहणं कृत्वा धावितवन्तः,राजन्-पुत्राः,T6,Tatpurusha
स्व-भावः,सदस्यानां मध्ये एषः आसीत् चर्चा-विषयः यत् मानवस्य स्व-भावः परिवर्तयितुं शक्यते न वा केचन मन्यन्ते,स्व-भावः,T6,Tatpurusha
दासी-मेषयोः,यूथ-अधि-पतिः वृद्धः वानरः दासी-मेषयोः मध्ये द्वन्द्व-युद्धम् एतत् नित्यम् पश्यति स्म,दासी-मेषयोः,Di,Dvandva
सेना-अधिपतिः,परन्तु कश्चित् सेना-अधिपतिः मौनम् सर्वम् पश्यन् आसीत्,सेना-अधिपतिः,T6,Tatpurusha
तोय-धारिणे,सूत्र-मार्गेण हे ब्रह्मन् तोय-धारान् च भ्रामयेत्,तोय-धारान्,T6,Tatpurusha
माता-पितृभ्यां,कस्मात् माता-पितृभ्यां हि विना षड्धातु-जः भवेत्,माता-पितृभ्यां,Di,Dvandva
आराध्य-देवः,शृंगार-कवीनाम् आराध्य-देवः अयम् आसीत् मे वय:-संधि:,आराध्य-देवः,K1,Tatpurusha
स-भयम्,सीतां स-भयम् हं को दाणि अअं हं कः,स-भयम्,BvS,Bahuvrihi
सह-मतिं,तद्-वचसा सह-मतिं प्रकटय्य नृ-पः तेनालीरामः च प्रतीक्षायाम् उपाविशताम्,सह-मतिं,U,Tatpurusha
स-प्रणयम्,स-प्रणयम्,स-प्रणयम्,BvS,Bahuvrihi
दीना-आकृति,साधुना जन-सम्मर्देन आवृतः धेनु-विसृष्ट वत् सः इव दीना-आकृति: वेपमान-तनुः अश्रु-बिन्दुभि: क्लेदित-आस्यः बालक: एकः दृष्ट:,दीना-आकृति:,Bs6,Bahuvrihi
निर्-दाक्षिण्यम्,तदा आरम्भ-नामकस्य कवेः कविताम् श्रुत्वा तत्रत्यान् दोषान् निर्-दाक्षिण्यम् श्रावयन् आसीत् सः,निर्-दाक्षिण्यम्,BvP,Bahuvrihi
मृग-जातानि,विगणय गणिका त्वम् मार्ग-जाता लता इव,मार्ग-जाता,T7,Tatpurusha
विष-मिश्रितस्य,विष-मिश्रितस्य तस्य मिष्ट-अन्नस्य एव इयं सर्वा लीला,विष-मिश्रितस्य,T3,Tatpurusha
गत-चैतन्य,रेणुकाया: निर्-व्याजम् प्रश्नम् निशम्य अहम् गत-चैतन्य इव अजाये,गत-चैतन्य,Bs6,Bahuvrihi
तत्-सौन्दर्यम्,परम् अवचेतनम् मे मन: अद्यापि स्वप्नेषु तत्-सौन्दर्यम् एव अवलोकयति,तत्-सौन्दर्यम्,T6,Tatpurusha
स-फलता,किन्तु स-फलता नैव मिलिता,स-फलता,BvS,Bahuvrihi
मरण-अन्तं,तस्य मरण-अनन्तरं सुरेशः मात्रा सह स्व-ग्रामम् आगत्य जीवितं,मरण-अनन्तरं,T6,Tatpurusha
वालिन्-सुग्रीवौ,अत एव वालिन्-सुग्रीवौ यदा युद्धम् कुर्वन्तौ आस्ताम् तदा वृक्षस्य,वालिन्-सुग्रीवौ,Di,Dvandva
दत्त-मना,हि प्रायशः सम्-आगतानाम् साधु-सताम् सत्कारे भृशम् एव दत्त-मना आसीत्,दत्त-मना,Bvs,Bahuvrihi
तत्-नगरम्,तत्-नगरम् विलोक्य सः गृहम् गन्तुम् अपि नैच्छत्,तत्-नगरम्,K1,Tatpurusha
मनस्-भावः,मह्यं तव मनस्-भावः कथनीयः,मनस्-भावः,T6,Tatpurusha
तत्-विलोक्य,तत्-विलोक्य नागरी-लिपि-प्रवणा: तम् सद्-गोपाल इत्येव सर्वत्र लिखन्ति,तत्-विलोक्य,T2,Tatpurusha
वृक्ष-आदीन्,वृक्ष-आदीनां सेचनं कर्तव्यम्,वृक्ष-आदीनां,Bs6,Bahuvrihi
ज्ञान-इन्धितं,आत्मनः अज्ञानम् ते गच्छन्ति एवम्-विधाः न-पुनर्-आवृत्तिम् न-पुनर्-देह-संबन्धम् ज्ञान-निर्धूत यथा उक्तेन ज्ञानेन निर्धूतः नाशितः कल्मषः,ज्ञान-निर्धूत,T3,Tatpurusha
तृण-तन्तुभिः,वासुदेवः-भोः कुरु-कुल-कलङ्क-भूत अ-यशः-लुब्ध वयम् किल तृण-अन्तर,तृण-अन्तर,Bs6,Bahuvrihi
न-उपस्थितायाम्,अतः त्वयि न-उपस्थितायाम् अपि सर्वम् निवेदयामि,न-उपस्थितायाम्,Tn,Tatpurusha
मृत्-सुरभिः,तदा आननम् मृत्-सुरभिः क्षिति-ईश्वरः रहस्युपाघ्राय न तृप्तिम् आययौ,मृत्-सुरभिः,T6,Tatpurusha
न-उपस्थितौ,विदुरस्य न-उपस्थितौ दुर्योधनः धृतराष्ट्रात् पाण्डवान् द्यूत-क्रीड-अर्थम् आह्वातुम् आज्ञां,न-उपस्थितौ,Tn,Tatpurusha
सम्-वर्धितः,येन प्रगाढ-स्नेहेन त्वम् मया पालित: सम्-वर्धितः च तत् अहम् एव जानामि त्वम्,सम्-वर्धितः,Tp,Tatpurusha
सुविरूढ-मूलम्,अश्वत्थम् एनम् यथोक्तम् सुविरूढ-मूलम् सुष्ठु विरूढानि विरोहम् गतानि सुदृढानि मूलानि,सुविरूढ-मूलम्,Bs6,Bahuvrihi
यथा-उत्साहं,स-उत्साहं सा द्वारम् उद्घाटितवती,स-उत्साहं,BvS,Bahuvrihi
न-तिथि,शिवदत्तः न-तिथि तेषाम् वसति व्यवस्थाम् कल्पितवान्,न-तिथि,Bs6,Bahuvrihi
निर्-अर्थ,निर्-अर्थ कम् मयि दोष-आरोपम् किम् करोषि तात,निर्-अर्थ,Bvp,Bahuvrihi
